journal_name,issn,field,n_articles,n_with_review_time,median_days_submission_to_acceptance,p25_review,p75_review,mean_days_submission_to_acceptance,median_days_acceptance_to_publication,median_days_total,data_sources,publisher,sjr_rank,sjr_score,primary_area,mega_domain
Cuadernos de bioética : revista oficial de la Asociación Española de Bioética y Ética Médica,1132-1989,General & Internal Medicine,100,98,95.0,40.5,170.75,123.81632653061224,65.0,146.0,pubmed,Asociacion Espanola de Bioetica y Etica Medica,25173,0.142,Medicine,Health Sciences
European Journal of Clinical Pharmacology,0031-6970,General & Internal Medicine,105,105,95.0,72.0,145.0,115.2,14.0,116.0,"crossref_assertion, pubmed",Springer Science and Business Media Deutschland GmbH,6225,0.849,Medicine,Health Sciences
Medical Oncology,1357-0560,General & Internal Medicine,200,200,95.0,42.5,123.5,90.66,25.0,78.0,"crossref_assertion, pubmed",Springer,5546,0.916,"Biochemistry, Genetics and Molecular Biology",Life Sciences
The Lancet Global Health,2572-116X,General & Internal Medicine,100,100,95.0,24.75,155.25,112.1,,,pubmed,Elsevier Ltd,216,5.87,Medicine,Health Sciences
Neurosurgical Review,0344-5607,General & Internal Medicine,200,200,94.5,64.0,138.25,105.86,15.0,100.5,"crossref_assertion, pubmed",Springer Science and Business Media Deutschland GmbH,5012,0.978,Medicine,Health Sciences
Aging Male,1368-5538,General & Internal Medicine,106,106,94.0,50.0,171.5,114.43396226415095,12.0,109.0,crossref_assertion,Taylor and Francis Ltd.,9293,0.623,Medicine,Health Sciences
Amyloid : the international journal of experimental and clinical investigation : the official journal of the International Society of Amyloidosis,1350-6129,General & Internal Medicine,100,100,94.0,63.25,143.0,105.99,12.0,106.5,crossref_assertion,Informa Healthcare,1262,2.146,Medicine,Health Sciences
Auris Nasus Larynx,1879-1476,General & Internal Medicine,100,100,94.0,67.0,129.75,106.62,,,pubmed,Elsevier Ireland Ltd,9869,0.588,Medicine,Health Sciences
Nephrology Dialysis Transplantation,1460-2385,General & Internal Medicine,31,31,94.0,51.0,135.0,97.35483870967742,,,pubmed,Oxford University Press,1962,1.68,Medicine,Health Sciences
Tunisie Medicale,0041-4131,General & Internal Medicine,99,99,94.0,42.5,159.5,106.42424242424242,,,pubmed,Societe Tunisienne des Sciences Medicales,21323,0.198,Medicine,Health Sciences
Integrative Medicine Research,2213-4239,General & Internal Medicine,100,100,93.5,49.75,152.0,113.49,,,pubmed,Korea Institute of Oriental Medicine,10312,0.564,Medicine,Health Sciences
COPD: Journal of Chronic Obstructive Pulmonary Disease,1541-2555,General & Internal Medicine,100,99,93.0,56.0,126.5,95.82828282828282,24.0,120.0,crossref_assertion,Informa Healthcare,7441,0.747,Medicine,Health Sciences
Hereditas,1601-5223,General & Internal Medicine,102,102,93.0,66.0,133.75,103.6470588235294,4.5,160.5,"crossref_assertion, pubmed",BioMed Central Ltd,9740,0.596,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Mayo Clinic Proceedings,1942-5546,General & Internal Medicine,100,100,93.0,29.0,138.5,98.41,,,pubmed,Elsevier Ltd,1430,2.001,Medicine,Health Sciences
MedComm - Future Medicine,2769-6456,General & Internal Medicine,105,105,93.0,50.0,138.0,101.9047619047619,26.0,126.0,"crossref_assertion, pubmed",John Wiley and Sons Inc,8879,0.648,Medicine,Health Sciences
Archivum Immunologiae et Therapiae Experimentalis,1661-4917,General & Internal Medicine,100,100,92.5,65.5,120.0,104.48,,,pubmed,,4619,1.026,Immunology and Microbiology,Life Sciences
Arquivos Brasileiros de Oftalmologia,1678-2925,General & Internal Medicine,100,100,92.5,22.75,144.75,92.38,62.0,116.0,pubmed,Conselho Brasileiro De Oftalmologia,14196,0.384,Medicine,Health Sciences
Current Neuropharmacology,1875-6190,General & Internal Medicine,100,100,92.5,75.25,116.5,99.11,,,pubmed,Bentham Science Publishers,2237,1.555,Medicine,Health Sciences
Phytomedicine Plus,2667-0313,General & Internal Medicine,14,14,92.5,53.75,106.0,82.35714285714286,,,pubmed,Elsevier B.V.,10882,0.534,Medicine,Health Sciences
"Diabetes, Metabolic Syndrome and Obesity",1178-7007,General & Internal Medicine,100,100,92.0,51.75,117.25,90.52,15.0,73.0,pubmed,Dove Medical Press Ltd,6467,0.827,Medicine,Health Sciences
Pathology and Oncology Research,1532-2807,General & Internal Medicine,100,100,92.0,62.0,130.75,100.06,,68.5,pubmed,Frontiers Media SA,7915,0.714,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Sleep Medicine,1878-5506,General & Internal Medicine,100,100,91.5,53.75,134.5,100.85,,,pubmed,Elsevier B.V.,3407,1.231,Medicine,Health Sciences
Annals of Global Health,2214-9996,General & Internal Medicine,100,99,91.0,48.0,133.0,98.81818181818181,17.0,63.0,pubmed,Levy Library Press,5268,0.949,Medicine,Health Sciences
Chemico-Biological Interactions,0009-2797,General & Internal Medicine,100,100,91.0,68.0,122.5,104.95,,,pubmed,Elsevier Ireland Ltd,3999,1.12,Medicine,Health Sciences
Der Nervenarzt,1433-0407,General & Internal Medicine,41,41,91.0,44.0,128.0,91.73170731707317,,,pubmed,Springer Medizin,16672,0.299,Medicine,Health Sciences
International Journal of Clinical Oncology,1341-9625,General & Internal Medicine,103,103,91.0,60.5,132.0,100.95145631067962,12.0,91.0,"crossref_assertion, pubmed",Springer Japan,5390,0.936,Medicine,Health Sciences
Saudi Medical Journal,1658-3175,General & Internal Medicine,100,99,91.0,68.0,126.0,108.78787878787878,,,pubmed,Saudi Arabian Armed Forces Hospital,13345,0.42,Medicine,Health Sciences
Annals of Medicine,0785-3890,General & Internal Medicine,100,100,90.5,21.25,132.25,100.17,14.0,109.5,crossref_assertion,Informa Healthcare,3527,1.204,Medicine,Health Sciences
World Journal of Biological Psychiatry,1814-1412,General & Internal Medicine,100,100,90.5,67.0,126.0,96.06,18.5,117.0,crossref_assertion,Taylor and Francis Ltd.,3121,1.292,Medicine,Health Sciences
Journal of Preventive Medicine and Public Health,1975-8375,General & Internal Medicine,107,107,90.0,64.0,116.0,96.28971962616822,82.0,158.0,"crossref_assertion, pubmed",Korean Society for Preventive Medicine,6733,0.805,Medicine,Health Sciences
Current Computer-Aided Drug Design,1875-6697,General & Internal Medicine,100,100,89.5,73.75,112.25,96.52,246.5,345.0,pubmed,Bentham Science Publishers,16845,0.294,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Journal of General and Family Medicine,2189-7948,General & Internal Medicine,108,108,89.5,60.0,138.75,106.06481481481481,15.0,118.5,"crossref_assertion, pubmed",Wiley-Blackwell Publishing Ltd,10997,0.529,Medicine,Health Sciences
Neuroscience Research,1872-8111,General & Internal Medicine,100,100,89.5,57.5,128.25,101.85,,,pubmed,Elsevier Ireland Ltd,6149,0.856,Medicine,Health Sciences
Revista Colombiana de Reumatologia,0121-8123,General & Internal Medicine,18,18,89.5,62.5,113.25,92.33333333333333,171.5,205.0,pubmed,Asociacion Colombiana de Reumatologia,21729,0.191,Medicine,Health Sciences
Biology of the Cell,0248-4900,General & Internal Medicine,103,103,89.0,46.0,150.5,101.97087378640776,23.0,34.0,"crossref_assertion, pubmed",Wiley-Blackwell,4538,1.036,"Biochemistry, Genetics and Molecular Biology",Life Sciences
European Respiratory Journal,0903-1936,General & Internal Medicine,100,100,89.0,12.75,145.75,101.88,,,pubmed,European Respiratory Society,342,4.502,Medicine,Health Sciences
CNS and Neurological Disorders - Drug Targets,1871-5273,General & Internal Medicine,108,108,88.5,63.75,110.25,86.8425925925926,169.5,87.0,"crossref_assertion, pubmed",Bentham Science Publishers,7955,0.71,Medicine,Health Sciences
Journal of Radiological Protection,0952-4746,General & Internal Medicine,100,100,88.5,58.5,127.75,97.03,,,pubmed,IOP Publishing Ltd.,12553,0.454,Environmental Science,Physical Sciences
Open Access Journal of Sports Medicine,1179-1543,General & Internal Medicine,100,100,88.5,65.75,105.5,88.84,24.0,61.0,pubmed,Dove Medical Press Ltd,8965,0.643,Health Professions,Health Sciences
American Journal of Neuroradiology,0195-6108,General & Internal Medicine,100,100,88.0,54.0,125.25,95.96,,,pubmed,American Society of Neuroradiology,3945,1.13,Medicine,Health Sciences
Clinical Rheumatology,1434-9949,General & Internal Medicine,116,116,88.0,59.0,126.5,99.49137931034483,11.5,106.5,"crossref_assertion, pubmed",Springer Science and Business Media Deutschland GmbH,6162,0.855,Medicine,Health Sciences
Current Medical Research and Opinion,1473-4877,General & Internal Medicine,100,100,87.5,55.75,126.0,101.98,15.5,106.5,crossref_assertion,Taylor and Francis Ltd.,6949,0.786,Medicine,Health Sciences
Current Protein and Peptide Science,1389-2037,General & Internal Medicine,106,106,87.5,67.25,113.5,92.40566037735849,100.0,172.0,"crossref_assertion, pubmed",Bentham Science Publishers,10352,0.562,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Medical Cannabis and Cannabinoids,2504-3889,General & Internal Medicine,100,100,87.5,49.75,133.0,98.57,38.0,113.0,pubmed,S. Karger AG,8567,0.668,Medicine,Health Sciences
Nigerian Postgraduate Medical Journal,1117-1936,General & Internal Medicine,100,100,87.5,62.75,147.0,107.65,,,pubmed,Wolters Kluwer Medknow Publications,16940,0.291,Medicine,Health Sciences
Sleep Medicine: X,2590-1427,General & Internal Medicine,100,100,87.5,53.5,120.25,106.86,,,pubmed,Elsevier B.V.,9060,0.637,Medicine,Health Sciences
British Journal of Sports Medicine,0306-3674,General & Internal Medicine,5,5,87.0,43.0,115.0,88.6,,,pubmed,BMJ Publishing Group,317,4.724,Health Professions,Health Sciences
Comprehensive Physiology,2040-4603,General & Internal Medicine,100,100,87.0,54.0,122.25,94.83,,,pubmed,John Wiley and Sons Inc,1801,1.759,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Folia Microbiologica,1874-9356,General & Internal Medicine,127,127,87.0,56.5,139.5,103.7007874015748,20.0,96.0,"crossref_assertion, pubmed",Springer Science and Business Media B.V.,7956,0.71,Immunology and Microbiology,Life Sciences
Journal of Pharmacy and Pharmaceutical Sciences,1482-1826,General & Internal Medicine,84,84,87.0,57.0,106.25,82.98809523809524,30.0,50.0,pubmed,Frontiers Media SA,7834,0.72,Medicine,Health Sciences
"Mayo Clinic Proceedings: Innovations, Quality and Outcomes",2542-4548,General & Internal Medicine,48,48,87.0,65.5,119.0,93.1875,,,pubmed,Elsevier B.V.,4335,1.068,Medicine,Health Sciences
BMJ Military Health,2633-3775,General & Internal Medicine,100,100,86.5,48.75,126.25,92.5,,,pubmed,BMJ Publishing Group,13684,0.405,Medicine,Health Sciences
Journal of Interventional Medicine,2096-3602,General & Internal Medicine,100,100,86.5,59.5,112.25,94.29,,,pubmed,KeAi Publishing Communications Ltd.,15940,0.323,Medicine,Health Sciences
Oncology (Switzerland),0030-2414,General & Internal Medicine,100,100,86.5,65.25,134.75,105.29,293.0,361.5,pubmed,S. Karger AG,7445,0.747,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Oncology Research,0965-0407,General & Internal Medicine,177,176,86.5,68.0,119.0,94.7215909090909,37.5,134.0,"crossref_assertion, pubmed",Tech Science Press,5558,0.915,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Photochemistry and Photobiology,1751-1097,General & Internal Medicine,130,130,86.5,58.5,134.5,102.3076923076923,27.0,125.0,"crossref_assertion, pubmed",Wiley-Blackwell,9368,0.619,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Acta Clinica Belgica,1784-3286,General & Internal Medicine,103,103,86.0,59.0,114.5,89.48543689320388,14.0,100.0,crossref_assertion,Taylor and Francis Ltd.,13408,0.417,Medicine,Health Sciences
Acta Diabetologica,1432-5233,General & Internal Medicine,118,118,85.5,57.25,117.75,97.21186440677967,24.5,116.5,"crossref_assertion, pubmed",Springer-Verlag Italia s.r.l.,4315,1.07,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Anti-Inflammatory and Anti-Allergy Agents in Medicinal Chemistry,1875-614X,General & Internal Medicine,100,100,85.5,66.0,114.0,91.93,64.0,125.0,pubmed,Bentham Science Publishers,18041,0.263,Immunology and Microbiology,Life Sciences
Current Hypertension Reports,1522-6417,General & Internal Medicine,26,26,85.5,50.5,127.75,98.73076923076923,,,pubmed,Springer,2019,1.658,Medicine,Health Sciences
Journal of Frailty and Aging,2260-1341,General & Internal Medicine,86,86,85.5,54.25,119.5,90.29069767441861,,,pubmed,Elsevier Masson s.r.l.,3837,1.149,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Journal of Prosthetic Dentistry,0022-3913,General & Internal Medicine,100,100,85.5,49.75,128.5,92.45,,,pubmed,Elsevier Inc.,3245,1.263,Dentistry,Health Sciences
Journal of the National Cancer Institute - Monographs,1052-6773,General & Internal Medicine,100,100,85.0,62.0,116.75,88.89,,,pubmed,Oxford University Press,3066,1.306,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Malaysian Journal of Medical Sciences,1394-195X,General & Internal Medicine,100,99,85.0,55.0,123.0,93.78787878787878,,,pubmed,Universiti Sains Malaysia,13591,0.409,Medicine,Health Sciences
Orbit,0167-6830,General & Internal Medicine,103,103,85.0,50.5,107.0,84.01941747572816,18.0,104.0,crossref_assertion,Taylor and Francis Ltd.,12440,0.459,Medicine,Health Sciences
Thoracic Cancer,1759-7714,General & Internal Medicine,103,103,85.0,60.5,124.5,94.71844660194175,21.0,73.0,"crossref_assertion, pubmed",John Wiley and Sons Inc,6838,0.795,Medicine,Health Sciences
Chronic Diseases and Translational Medicine,2095-882X,General & Internal Medicine,100,100,84.5,62.0,116.0,90.24,,,pubmed,John Wiley and Sons Inc,8637,0.663,Medicine,Health Sciences
European Journal of Contraception and Reproductive Health Care,1473-0782,General & Internal Medicine,100,100,84.5,41.5,140.75,96.11,23.0,109.0,crossref_assertion,Informa Healthcare,8271,0.688,Medicine,Health Sciences
Journal of the National Medical Association,0027-9684,General & Internal Medicine,100,100,84.5,45.0,156.0,121.21,,,pubmed,National Medical Association,6632,0.813,Medicine,Health Sciences
Postgraduate Medical Journal,1469-0756,General & Internal Medicine,100,100,84.5,39.0,117.25,87.53,,,pubmed,Oxford University Press,6861,0.793,Medicine,Health Sciences
Acta Medica Lituanica,1392-0138,General & Internal Medicine,100,99,84.0,47.5,118.5,100.71717171717172,38.0,76.5,pubmed,Vilnius University Press,21495,0.195,Medicine,Health Sciences
Clinical Diabetes,0891-8929,General & Internal Medicine,56,56,84.0,60.5,123.25,91.05357142857143,62.0,121.0,pubmed,American Diabetes Association Inc.,3971,1.125,Medicine,Health Sciences
Clinical and Experimental Hypertension,1525-6006,General & Internal Medicine,102,102,84.0,49.5,121.5,95.69607843137256,13.0,101.0,crossref_assertion,Taylor and Francis Ltd.,7694,0.729,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Gene,1879-0038,General & Internal Medicine,100,100,84.0,56.5,113.0,88.2,,,pubmed,Elsevier B.V.,8366,0.682,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Oman Medical Journal,2070-5204,General & Internal Medicine,100,100,84.0,49.0,128.0,97.54,,,pubmed,Oman Medical Specialty Board,15793,0.328,Medicine,Health Sciences
Current Genetics,0172-8083,General & Internal Medicine,102,102,83.5,48.5,115.0,92.54901960784314,18.5,129.0,"crossref_assertion, pubmed",Springer Science and Business Media Deutschland GmbH,8571,0.668,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Current Sports Medicine Reports,1537-8918,General & Internal Medicine,36,36,83.5,0.0,109.25,86.11111111111111,40.0,40.0,"crossref_assertion, pubmed",Lippincott Williams and Wilkins Ltd.,9379,0.618,Health Professions,Health Sciences
Expert Review of Clinical Pharmacology,1751-2433,General & Internal Medicine,100,100,83.5,63.75,120.0,101.75,8.0,91.5,crossref_assertion,Taylor and Francis Ltd.,4295,1.072,Medicine,Health Sciences
Med,2666-6359,General & Internal Medicine,100,100,83.5,5.5,163.0,103.6,,,pubmed,Cell Press,469,3.815,Medicine,Health Sciences
Archives of Iranian Medicine,1029-2977,General & Internal Medicine,108,108,83.0,48.0,140.5,117.95370370370371,19.0,428.5,"crossref_assertion, pubmed",Academy of Medical Sciences of I.R. Iran,14672,0.367,Medicine,Health Sciences
Journal of Integrative Neuroscience,1757-448X,General & Internal Medicine,100,100,83.0,59.75,101.25,89.45,,,pubmed,IMR Press,7211,0.764,Medicine,Health Sciences
Progress in Palliative Care,0969-9260,General & Internal Medicine,38,38,83.0,44.75,217.75,155.28947368421052,20.5,106.0,crossref_assertion,Taylor and Francis Ltd.,15049,0.354,Medicine,Health Sciences
Acta Medica Portuguesa,0870-399X,General & Internal Medicine,100,100,82.5,62.25,117.75,90.25,,,pubmed,CELOM,16923,0.291,Medicine,Health Sciences
Ophthalmologie,2731-720X,General & Internal Medicine,100,100,82.5,49.0,156.0,107.47,,,pubmed,Springer Medizin,25825,0.134,Medicine,Health Sciences
Amyotrophic Lateral Sclerosis and Frontotemporal Degeneration,2167-9223,General & Internal Medicine,100,100,82.0,57.0,110.25,94.6,14.5,100.0,crossref_assertion,Informa Healthcare,5196,0.957,Medicine,Health Sciences
Journal of Natural Medicines,1340-3443,General & Internal Medicine,106,106,82.0,56.25,116.75,95.12264150943396,29.0,109.0,"crossref_assertion, pubmed",Springer Japan,10220,0.569,"Biochemistry, Genetics and Molecular Biology",Life Sciences
Nuclear Medicine Communications,1473-5628,General & Internal Medicine,108,108,82.0,55.75,114.25,91.87037037037037,18.0,87.5,"crossref_assertion, pubmed",Lippincott Williams and Wilkins Ltd.,13970,0.393,Medicine,Health Sciences
Fitoterapia,0367-326X,General & Internal Medicine,100,100,81.5,67.0,116.0,93.98,,,pubmed,Elsevier B.V.,10820,0.537,Medicine,Health Sciences
Occupational Medicine,0962-7480,General & Internal Medicine,18,18,81.5,25.5,222.75,140.5,,,pubmed,Oxford University Press,8905,0.647,Medicine,Health Sciences
Photosynthesis Research,1573-5079,General & Internal Medicine,115,115,81.0,55.5,123.0,93.00869565217391,13.0,64.0,"crossref_assertion, pubmed",Springer,4713,1.015,Agricultural and Biological Sciences,Life Sciences
