field,field_category,journal_name,issn,issn_alt,publisher,sjr_rank,sjr_score,areas
General & Internal Medicine,Medicine (miscellaneous),The Lancet,0140-6736,1474-547X,Elsevier B.V.,59,12.113,Medicine
General & Internal Medicine,Medicine (miscellaneous),MMWR supplements,2380-8942,2380-8950,Epidemiology Program Office,63,11.672,Medicine
General & Internal Medicine,Medicine (miscellaneous),Annual Review of Public Health,0163-7525,1545-2093,Annual Reviews Inc.,118,8.291,Medicine
General & Internal Medicine,Medicine (miscellaneous),Journal of Thoracic Oncology,1556-1380,1556-0864,Elsevier Inc.,133,7.948,Medicine
General & Internal Medicine,Medicine (miscellaneous),Science Translational Medicine,1946-6234,1946-6242,American Association for the Advancement of Science,178,6.722,Medicine
General & Internal Medicine,Medicine (miscellaneous),The Lancet Global Health,2572-116X,2214-109X,Elsevier Ltd,216,5.87,Medicine
General & Internal Medicine,Medicine (miscellaneous),JAMA Psychiatry,2168-6238,2168-622X,American Medical Association,228,5.755,Medicine
General & Internal Medicine,Medicine (miscellaneous),Reports on Progress in Physics,1361-6633,0034-4885,IOP Publishing Ltd.,238,5.666,Medicine; Physics and Astronomy
General & Internal Medicine,Medicine (miscellaneous),National Center for Health Statistics Data Brief,1941-4927,1941-4935,,239,5.63,Medicine
General & Internal Medicine,Medicine (miscellaneous),JNCCN Journal of the National Comprehensive Cancer Network,1540-1413,1540-1405,Harborside Press,250,5.514,Medicine
General & Internal Medicine,Medicine (miscellaneous),JAMA,1538-3598,0098-7484,American Medical Association,267,5.352,Medicine
General Engineering,Engineering (miscellaneous),ACS Nano,1936-086X,1936-0851,American Chemical Society,344,4.497,Engineering; Materials Science; Physics and Astronomy
General Engineering,Engineering (miscellaneous),Journal of Product Innovation Management,1540-5885,0737-6782,Wiley-Blackwell Publishing Ltd,517,3.598,"Business, Management and Accounting; Engineering"
General Engineering,Engineering (miscellaneous),Research Policy,0048-7333,,Elsevier B.V.,556,3.443,"Business, Management and Accounting; Decision Sciences; Engineering"
General Engineering,Engineering (miscellaneous),Technovation,0166-4972,,Elsevier Ltd,605,3.308,"Business, Management and Accounting; Engineering"
General Engineering,Engineering (miscellaneous),Green Energy and Intelligent Transportation,2773-1537,2097-2512,Elsevier B.V.,807,2.816,Engineering
General Engineering,Engineering (miscellaneous),Nano Convergence,2196-5404,,SpringerOpen,843,2.728,Engineering; Materials Science
General Engineering,Engineering (miscellaneous),Water Cycle,2666-4453,,KeAi Communications Co.,1435,2.0,Engineering; Environmental Science
General Engineering,Engineering (miscellaneous),Smart Materials in Manufacturing,2772-8102,,KeAi Communications Co.,1673,1.841,Engineering; Materials Science
General Engineering,Engineering (miscellaneous),Journal of Management in Engineering,1943-5479,0742-597X,American Society of Civil Engineers (ASCE),2092,1.619,"Business, Management and Accounting; Decision Sciences; Engineering"
General Engineering,Engineering (miscellaneous),International Journal of Engineering Science,0020-7225,,Elsevier Ltd,2423,1.488,Engineering; Materials Science
General Engineering,Engineering (miscellaneous),European Physical Journal C,1434-6052,1434-6044,,2918,1.343,Engineering; Physics and Astronomy
General Engineering,Engineering (miscellaneous),Cleaner Engineering and Technology,2666-7908,,Elsevier Ltd,3419,1.228,Engineering; Environmental Science
General Engineering,Engineering (miscellaneous),Deep Underground Science and Engineering,2097-0668,2770-1328,John Wiley and Sons Inc,3420,1.228,Engineering
General Engineering,Engineering (miscellaneous),Advances in Industrial and Manufacturing Engineering,2666-9129,,Elsevier B.V.,3556,1.199,Engineering
General Engineering,Engineering (miscellaneous),Results in Engineering,2590-1230,,Elsevier B.V.,3709,1.171,Engineering
Genetics & Genomics,Genetics,Nature Genetics,1061-4036,1546-1718,Nature Research,29,16.586,"Biochemistry, Genetics and Molecular Biology"
Genetics & Genomics,Genetics,Nature Reviews Genetics,1471-0056,1471-0064,Nature Research,33,16.364,"Biochemistry, Genetics and Molecular Biology; Medicine"
Genetics & Genomics,Genetics,Nucleic Acids Research,0305-1048,1362-4962,Oxford University Press,139,7.776,"Biochemistry, Genetics and Molecular Biology"
Genetics & Genomics,Genetics,Genome Medicine,1756-994X,,BioMed Central Ltd,288,5.078,"Biochemistry, Genetics and Molecular Biology; Medicine"
Genetics & Genomics,Genetics,American Journal of Human Genetics,1537-6605,0002-9297,Cell Press,335,4.531,"Biochemistry, Genetics and Molecular Biology; Medicine"
Genetics & Genomics,Genetics,Annual Review of Genomics and Human Genetics,1527-8204,1545-293X,Annual Reviews Inc.,373,4.28,"Biochemistry, Genetics and Molecular Biology; Medicine"
Genetics & Genomics,Genetics,Trends in Genetics,0168-9525,1362-4555,Elsevier Ltd,439,3.928,"Biochemistry, Genetics and Molecular Biology"
Genetics & Genomics,Genetics,Genome Research,1549-5469,1088-9051,Cold Spring Harbor Laboratory Press,445,3.909,"Biochemistry, Genetics and Molecular Biology; Medicine"
Genetics & Genomics,Genetics (clinical),Genetics in Medicine,1098-3600,1530-0366,Elsevier B.V.,866,2.683,Medicine
Genetics & Genomics,Genetics,Genetics,1943-2631,0016-6731,Oxford University Press,1135,2.272,"Biochemistry, Genetics and Molecular Biology"
Genetics & Genomics,Genetics,npj Genomic Medicine,2056-7944,,Nature Publishing Group,1224,2.178,"Biochemistry, Genetics and Molecular Biology; Medicine"
Genetics & Genomics,Genetics,Plant Physiology,0032-0889,1532-2548,American Society of Plant Biologists,1243,2.162,"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
Genetics & Genomics,Genetics,PLoS Pathogens,1553-7374,1553-7366,Public Library of Science,1454,1.987,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
Genetics & Genomics,Genetics,Journal of Genetics and Genomics,1673-8527,1873-5533,Institute of Genetics and Developmental Biology,1611,1.882,"Biochemistry, Genetics and Molecular Biology"
Genetics & Genomics,Genetics,Mutation Research - Reviews in Mutation Research,1388-2139,1383-5742,Elsevier B.V.,1612,1.882,"Biochemistry, Genetics and Molecular Biology; Environmental Science"
Geography & Urban Studies,"Geography, Planning and Development",Journal of Travel Research,1552-6763,0047-2875,SAGE Publications Ltd,670,3.1,"Business, Management and Accounting; Social Sciences"
Geography & Urban Studies,"Geography, Planning and Development",Progress in Human Geography,1477-0288,0309-1325,SAGE Publications Ltd,675,3.087,Social Sciences
Geography & Urban Studies,Transportation,Transport Reviews,0144-1647,1464-5327,Routledge,709,3.011,Social Sciences
Geography & Urban Studies,"Geography, Planning and Development",Journal of Sustainable Tourism,0966-9582,1747-7646,Taylor and Francis Ltd.,839,2.733,"Business, Management and Accounting; Social Sciences"
Geography & Urban Studies,"Geography, Planning and Development",Multimodal Transportation,2772-5871,2772-5863,Elsevier B.V.,1050,2.369,Social Sciences
Geography & Urban Studies,"Geography, Planning and Development",Democratization,1351-0347,1743-890X,Taylor and Francis Ltd.,1491,1.964,Social Sciences
Geography & Urban Studies,"Geography, Planning and Development",Progress in Planning,0305-9006,,Elsevier Ltd,1493,1.963,Social Sciences
Geography & Urban Studies,"Geography, Planning and Development",Tourism Review,1759-8451,1660-5373,Emerald Group Publishing Ltd.,1599,1.887,"Business, Management and Accounting; Social Sciences"
Geography & Urban Studies,"Geography, Planning and Development",Journal of Planning Literature,0885-4122,1552-6593,SAGE Publications Inc.,1747,1.793,Social Sciences
Geography & Urban Studies,"Geography, Planning and Development",Transport Policy,1879-310X,0967-070X,Elsevier Ltd,1855,1.726,Social Sciences
Geography & Urban Studies,"Geography, Planning and Development",Environmental Science and Policy,1873-6416,1462-9011,Elsevier Ltd,1877,1.715,Environmental Science; Social Sciences
Geography & Urban Studies,"Geography, Planning and Development",Travel Behaviour and Society,2214-367X,,Elsevier B.V.,1882,1.714,Social Sciences
Geography & Urban Studies,"Geography, Planning and Development",International Studies Review,1521-9488,1468-2486,Oxford University Press,1892,1.709,Social Sciences
Geography & Urban Studies,"Geography, Planning and Development",Current Issues in Tourism,1747-7603,1368-3500,Taylor and Francis Ltd.,1906,1.703,"Business, Management and Accounting; Social Sciences"
Geography & Urban Studies,"Geography, Planning and Development",Earth System Governance,2589-8116,,Elsevier B.V.,2277,1.539,Environmental Science; Social Sciences
Geriatrics,Aging,Nature Aging,2662-8465,,Springer,156,7.081,"Biochemistry, Genetics and Molecular Biology; Medicine; Neuroscience"
Geriatrics,Aging,Ageing Research Reviews,1568-1637,1872-9649,Elsevier Ireland Ltd,378,4.216,"Biochemistry, Genetics and Molecular Biology; Neuroscience"
Geriatrics,Aging,Aging Cell,1474-9726,1474-9718,Wiley-Blackwell Publishing Ltd,762,2.905,"Biochemistry, Genetics and Molecular Biology"
Geriatrics,Geriatrics and Gerontology,The Lancet Regional Health - Western Pacific,2666-6065,,Elsevier Ltd,930,2.534,Medicine
Geriatrics,Aging,npj Aging,2731-6068,,Nature Research,1380,2.043,"Biochemistry, Genetics and Molecular Biology; Medicine"
Geriatrics,Aging,Age and Ageing,0002-0729,1468-2834,Oxford University Press,1445,1.993,"Biochemistry, Genetics and Molecular Biology; Medicine"
Geriatrics,Geriatrics and Gerontology,Journal of the American Geriatrics Society,0002-8614,,Wiley-Blackwell Publishing Ltd,1595,1.889,Medicine
Geriatrics,Aging,Mechanisms of Ageing and Development,1872-6216,0047-6374,Elsevier Ireland Ltd,1697,1.83,"Biochemistry, Genetics and Molecular Biology"
Geriatrics,Geriatrics and Gerontology,Gerontologist,1758-5341,0016-9013,Gerontological Society of America,1708,1.822,Medicine; Nursing
Geriatrics,Geriatrics and Gerontology,Critical Reviews in Oncology/Hematology,1040-8428,1879-0461,Elsevier Ireland Ltd,1712,1.82,Medicine
Geriatrics,Aging,Immunity and Ageing,1742-4933,,BioMed Central Ltd,1798,1.76,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology"
Geriatrics,Aging,Oxidative Medicine and Cellular Longevity,1942-0994,1942-0900,John Wiley and Sons Ltd,1980,1.673,"Biochemistry, Genetics and Molecular Biology; Medicine"
Geriatrics,Aging,Psychology and Aging,0882-7974,1939-1498,American Psychological Association,2173,1.585,"Biochemistry, Genetics and Molecular Biology; Medicine; Psychology"
Geriatrics,Aging,GeroScience,2509-2715,2509-2723,Springer Science and Business Media Deutschland GmbH,2219,1.564,"Biochemistry, Genetics and Molecular Biology; Medicine; Veterinary"
Geriatrics,Geriatrics and Gerontology,European Journal of Ageing,1613-9372,1613-9380,Springer Science and Business Media B.V.,2483,1.47,Medicine; Social Sciences
Health Policy & Services,Health Policy,The Lancet Planetary Health,2542-5196,,Elsevier B.V.,191,6.386,Medicine; Social Sciences
Health Policy & Services,Health Informatics,Implementation Science,1748-5908,,BioMed Central Ltd,345,4.491,Medicine
Health Policy & Services,Health Policy,Health Affairs,0278-2715,1544-5208,Project HOPE,350,4.465,Medicine
Health Policy & Services,Health Policy,The Lancet Regional Health - Europe,2666-7762,,Elsevier Ltd,403,4.088,Medicine
Health Policy & Services,Health Policy,Milbank Quarterly,0887-378X,1468-0009,Wiley-Blackwell Publishing Ltd,834,2.745,Medicine
Health Policy & Services,Health Policy,The Lancet Regional Health - Americas,2667-193X,,Elsevier Ltd,856,2.698,Medicine
Health Policy & Services,Health Policy,JAMA Health Forum,2689-0186,,American Medical Association,883,2.653,Medicine
Health Policy & Services,Health Policy,BMJ Global Health,2059-7908,,BMJ Publishing Group,993,2.451,Medicine
Health Policy & Services,Health Policy,Journal of Health Economics,1879-1646,0167-6296,Elsevier B.V.,1003,2.43,Medicine
Health Policy & Services,Health Policy,JCO Oncology Practice,2688-1527,2688-1535,Lippincott Williams and Wilkins Ltd.,1067,2.346,Medicine; Nursing
Health Policy & Services,Health Informatics,Journal of the American Medical Informatics Association,1527-974X,1067-5027,Oxford University Press,1383,2.039,Medicine
Health Policy & Services,Health Policy,BMJ Quality and Safety,2044-5423,2044-5415,BMJ Publishing Group,1437,1.997,Medicine
Health Policy & Services,Health Informatics,Journal of Medical Internet Research,1439-4456,1438-8871,JMIR Publications Inc.,1448,1.992,Medicine
Health Policy & Services,Health Policy,PharmacoEconomics,1170-7690,1179-2027,Adis International Ltd,1616,1.88,"Medicine; Pharmacology, Toxicology and Pharmaceutics"
Health Policy & Services,Health Policy,Value in Health,1098-3015,1524-4733,Elsevier Ltd,1657,1.856,Medicine
Health Professions,Assessment and Diagnosis,Communications Medicine,2730-664X,,Springer Nature,1313,2.098,Medicine; Nursing
Health Professions,Health Professions (miscellaneous),Eye and Vision,2326-0254,,Springer Nature,1971,1.676,Health Professions; Medicine
Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",Journal of Physiotherapy,1836-9553,1836-9561,Australian Physiotherapy Association,1992,1.668,Health Professions
Health Professions,Health Professions (miscellaneous),Research and Practice for Persons with Severe Disabilities,1540-7969,,SAGE Publications Inc.,3139,1.288,Health Professions; Medicine; Psychology
Health Professions,Health Professions (miscellaneous),Clinical Hematology International,2590-0048,,Saabron Press,3341,1.244,Health Professions; Medicine
Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",Physical Therapy,0031-9023,1538-6724,Oxford University Press,3401,1.233,Health Professions
Health Professions,Medical Laboratory Technology,Archives of Pathology and Laboratory Medicine,1543-2165,0003-9985,College of American Pathologists,3533,1.202,Health Professions; Medicine
Health Professions,Radiological and Ultrasound Technology,Neurophotonics,2329-423X,2329-4248,SPIE,3873,1.143,Health Professions; Medicine; Neuroscience
Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",Archives of Physical Medicine and Rehabilitation,1532-821X,0003-9993,W.B. Saunders,3914,1.136,Health Professions; Medicine
Health Professions,"Physical Therapy, Sports Therapy and Rehabilitation",Clinical Rehabilitation,1477-0873,0269-2155,SAGE Publications Ltd,3933,1.133,Health Professions; Medicine
Health Professions,Health Professions (miscellaneous),Research Involvement and Engagement,2056-7529,,BioMed Central Ltd,4196,1.09,Health Professions; Social Sciences
